MONTH,DAY_OF_WEEK,FL_DATE,MKT_UNIQUE_CARRIER,SCH_OP_UNIQUE_CARRIER,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,DIVERTED,DUP,CRS_ELAPSED_TIME,DISTANCE,WEATHER_DELAY,NAS_DELAY,LATE_AIRCRAFT_DELAY,DIV_AIRPORT_LANDINGS
11,2,11/28/2023 12:00:00 AM,DL,,9E,4988,JFK,SYR,2230,7,9.0,2.0,0.0,0.0,N,97.0,209.0,,,,0.0
11,2,11/28/2023 12:00:00 AM,UA,,OO,5702,ORD,SYR,1355,1651,1707.0,16.0,0.0,0.0,N,116.0,607.0,0.0,11.0,0.0,0.0
11,2,11/28/2023 12:00:00 AM,UA,,UA,538,ORD,SYR,1810,2101,2057.0,-4.0,0.0,0.0,N,111.0,607.0,,,,0.0
11,2,11/28/2023 12:00:00 AM,WN,,WN,3149,MCO,SYR,1130,1410,1445.0,35.0,0.0,0.0,N,160.0,1053.0,0.0,9.0,18.0,0.0
11,3,11/1/2023 12:00:00 AM,AA,,MQ,3324,ORD,SYR,1845,2142,2144.0,2.0,0.0,0.0,N,117.0,607.0,,,,0.0
11,3,11/1/2023 12:00:00 AM,AA,,MQ,4203,ORD,SYR,1320,1610,1555.0,-15.0,0.0,0.0,N,110.0,607.0,,,,0.0
11,3,11/1/2023 12:00:00 AM,B6,,B6,116,JFK,SYR,1400,1521,1507.0,-14.0,0.0,0.0,N,81.0,209.0,,,,0.0
11,3,11/1/2023 12:00:00 AM,B6,,B6,2516,JFK,SYR,2259,19,33.0,14.0,0.0,0.0,N,80.0,209.0,,,,0.0
11,3,11/1/2023 12:00:00 AM,B6,,B6,656,MCO,SYR,1630,1920,1919.0,-1.0,0.0,0.0,N,170.0,1053.0,,,,0.0
11,3,11/1/2023 12:00:00 AM,DL,,9E,4901,JFK,SYR,2241,13,2355.0,-18.0,0.0,0.0,N,92.0,209.0,,,,0.0
11,3,11/1/2023 12:00:00 AM,DL,,9E,5183,JFK,SYR,1059,1219,1204.0,-15.0,0.0,0.0,N,80.0,209.0,,,,0.0
11,3,11/1/2023 12:00:00 AM,DL,,9E,5206,JFK,SYR,1526,1658,1647.0,-11.0,0.0,0.0,N,92.0,209.0,,,,0.0
11,3,11/1/2023 12:00:00 AM,UA,,OO,5702,ORD,SYR,1355,1651,1655.0,4.0,0.0,0.0,N,116.0,607.0,,,,0.0
11,3,11/1/2023 12:00:00 AM,UA,,UA,538,ORD,SYR,1810,2101,2047.0,-14.0,0.0,0.0,N,111.0,607.0,,,,0.0
11,3,11/1/2023 12:00:00 AM,WN,,WN,1456,MCO,SYR,1040,1320,1336.0,16.0,0.0,0.0,N,160.0,1053.0,0.0,0.0,10.0,0.0
11,3,11/8/2023 12:00:00 AM,AA,,MQ,3324,ORD,SYR,1856,2153,2239.0,46.0,0.0,0.0,N,117.0,607.0,0.0,5.0,7.0,0.0
11,3,11/8/2023 12:00:00 AM,AA,,MQ,3963,ORD,SYR,1315,1601,1541.0,-20.0,0.0,0.0,N,106.0,607.0,,,,0.0
11,3,11/8/2023 12:00:00 AM,B6,,B6,116,JFK,SYR,1400,1521,1514.0,-7.0,0.0,0.0,N,81.0,209.0,,,,0.0
11,3,11/8/2023 12:00:00 AM,B6,,B6,2516,JFK,SYR,2259,19,2.0,-17.0,0.0,0.0,N,80.0,209.0,,,,0.0
11,3,11/8/2023 12:00:00 AM,B6,,B6,656,MCO,SYR,1629,1919,1904.0,-15.0,0.0,0.0,N,170.0,1053.0,,,,0.0
11,3,11/8/2023 12:00:00 AM,DL,,9E,4844,JFK,SYR,1500,1631,1637.0,6.0,0.0,0.0,N,91.0,209.0,,,,0.0
11,3,11/8/2023 12:00:00 AM,DL,,9E,4856,JFK,SYR,1054,1218,1150.0,-28.0,0.0,0.0,N,84.0,209.0,,,,0.0
11,3,11/8/2023 12:00:00 AM,DL,,9E,4988,JFK,SYR,2230,7,2340.0,-27.0,0.0,0.0,N,97.0,209.0,,,,0.0
11,3,11/8/2023 12:00:00 AM,UA,,OO,5702,ORD,SYR,1355,1651,1633.0,-18.0,0.0,0.0,N,116.0,607.0,,,,0.0
11,3,11/8/2023 12:00:00 AM,UA,,UA,538,ORD,SYR,1810,2101,2059.0,-2.0,0.0,0.0,N,111.0,607.0,,,,0.0
11,3,11/8/2023 12:00:00 AM,WN,,WN,3149,MCO,SYR,1130,1410,1413.0,3.0,0.0,0.0,N,160.0,1053.0,,,,0.0
11,3,11/15/2023 12:00:00 AM,AA,,MQ,3324,ORD,SYR,1856,2153,2145.0,-8.0,0.0,0.0,N,117.0,607.0,,,,0.0
11,3,11/15/2023 12:00:00 AM,AA,,MQ,3963,ORD,SYR,1315,1601,1544.0,-17.0,0.0,0.0,N,106.0,607.0,,,,0.0
11,3,11/15/2023 12:00:00 AM,B6,,B6,116,JFK,SYR,1400,1521,1513.0,-8.0,0.0,0.0,N,81.0,209.0,,,,0.0
11,3,11/15/2023 12:00:00 AM,B6,,B6,2516,JFK,SYR,2259,19,2400.0,-19.0,0.0,0.0,N,80.0,209.0,,,,0.0
11,3,11/15/2023 12:00:00 AM,B6,,B6,656,MCO,SYR,1629,1919,1855.0,-24.0,0.0,0.0,N,170.0,1053.0,,,,0.0
11,3,11/15/2023 12:00:00 AM,DL,,9E,4844,JFK,SYR,1500,1631,1615.0,-16.0,0.0,0.0,N,91.0,209.0,,,,0.0
11,3,11/15/2023 12:00:00 AM,DL,,9E,4856,JFK,SYR,1054,1218,1210.0,-8.0,0.0,0.0,N,84.0,209.0,,,,0.0
11,3,11/15/2023 12:00:00 AM,DL,,9E,4988,JFK,SYR,2230,7,2337.0,-30.0,0.0,0.0,N,97.0,209.0,,,,0.0
11,3,11/15/2023 12:00:00 AM,UA,,OO,5702,ORD,SYR,1355,1651,1634.0,-17.0,0.0,0.0,N,116.0,607.0,,,,0.0
11,3,11/15/2023 12:00:00 AM,UA,,UA,538,ORD,SYR,1810,2101,2042.0,-19.0,0.0,0.0,N,111.0,607.0,,,,0.0
11,3,11/15/2023 12:00:00 AM,WN,,WN,3149,MCO,SYR,1130,1410,1353.0,-17.0,0.0,0.0,N,160.0,1053.0,,,,0.0
11,3,11/22/2023 12:00:00 AM,AA,,YX,4384,ORD,SYR,1315,1601,1550.0,-11.0,0.0,0.0,N,106.0,607.0,,,,0.0
11,3,11/22/2023 12:00:00 AM,AA,,YX,4414,ORD,SYR,1856,2153,2208.0,15.0,0.0,0.0,N,117.0,607.0,0.0,15.0,0.0,0.0
11,3,11/22/2023 12:00:00 AM,B6,,B6,116,JFK,SYR,1414,1535,1527.0,-8.0,0.0,0.0,N,81.0,209.0,,,,0.0
11,3,11/22/2023 12:00:00 AM,B6,,B6,2516,JFK,SYR,2259,19,21.0,2.0,0.0,0.0,N,80.0,209.0,,,,0.0
11,3,11/22/2023 12:00:00 AM,B6,,B6,656,MCO,SYR,1617,1907,1900.0,-7.0,0.0,0.0,N,170.0,1053.0,,,,0.0
11,3,11/22/2023 12:00:00 AM,DL,,9E,4844,JFK,SYR,1500,1631,1620.0,-11.0,0.0,0.0,N,91.0,209.0,,,,0.0
11,3,11/22/2023 12:00:00 AM,DL,,9E,4856,JFK,SYR,1054,1218,1214.0,-4.0,0.0,0.0,N,84.0,209.0,,,,0.0
11,3,11/22/2023 12:00:00 AM,DL,,9E,4988,JFK,SYR,2230,7,2344.0,-23.0,0.0,0.0,N,97.0,209.0,,,,0.0
11,3,11/22/2023 12:00:00 AM,UA,,OO,5702,ORD,SYR,1355,1651,1642.0,-9.0,0.0,0.0,N,116.0,607.0,,,,0.0
11,3,11/22/2023 12:00:00 AM,UA,,UA,538,ORD,SYR,1810,2101,2053.0,-8.0,0.0,0.0,N,111.0,607.0,,,,0.0
11,3,11/22/2023 12:00:00 AM,WN,,WN,3149,MCO,SYR,1020,1300,1309.0,9.0,0.0,0.0,N,160.0,1053.0,,,,0.0
11,3,11/29/2023 12:00:00 AM,AA,,YX,4384,ORD,SYR,1315,1601,1546.0,-15.0,0.0,0.0,N,106.0,607.0,,,,0.0
11,3,11/29/2023 12:00:00 AM,AA,,YX,4414,ORD,SYR,1856,2153,2150.0,-3.0,0.0,0.0,N,117.0,607.0,,,,0.0
11,3,11/29/2023 12:00:00 AM,B6,,B6,116,JFK,SYR,1400,1521,1500.0,-21.0,0.0,0.0,N,81.0,209.0,,,,0.0
11,3,11/29/2023 12:00:00 AM,B6,,B6,2516,JFK,SYR,2259,19,2349.0,-30.0,0.0,0.0,N,80.0,209.0,,,,0.0
11,3,11/29/2023 12:00:00 AM,B6,,B6,656,MCO,SYR,1624,1914,1850.0,-24.0,0.0,0.0,N,170.0,1053.0,,,,0.0
11,3,11/29/2023 12:00:00 AM,DL,,9E,4844,JFK,SYR,1500,1631,1559.0,-32.0,0.0,0.0,N,91.0,209.0,,,,0.0
11,3,11/29/2023 12:00:00 AM,DL,,9E,4856,JFK,SYR,1054,1218,1218.0,0.0,0.0,0.0,N,84.0,209.0,,,,0.0
11,3,11/29/2023 12:00:00 AM,DL,,9E,4988,JFK,SYR,2230,7,2330.0,-37.0,0.0,0.0,N,97.0,209.0,,,,0.0
11,3,11/29/2023 12:00:00 AM,UA,,OO,5702,ORD,SYR,1355,1651,1651.0,0.0,0.0,0.0,N,116.0,607.0,,,,0.0
11,3,11/29/2023 12:00:00 AM,UA,,UA,538,ORD,SYR,1810,2101,2045.0,-16.0,0.0,0.0,N,111.0,607.0,,,,0.0
11,3,11/29/2023 12:00:00 AM,WN,,WN,3149,MCO,SYR,1130,1410,1434.0,24.0,0.0,0.0,N,160.0,1053.0,0.0,7.0,17.0,0.0
11,4,11/2/2023 12:00:00 AM,AA,,MQ,3324,ORD,SYR,1845,2142,2130.0,-12.0,0.0,0.0,N,117.0,607.0,,,,0.0
11,4,11/2/2023 12:00:00 AM,AA,,MQ,3854,ORD,SYR,815,1104,1049.0,-15.0,0.0,0.0,N,109.0,607.0,,,,0.0
11,4,11/2/2023 12:00:00 AM,AA,,MQ,4203,ORD,SYR,1320,1610,1609.0,-1.0,0.0,0.0,N,110.0,607.0,,,,0.0
11,4,11/2/2023 12:00:00 AM,B6,,B6,116,JFK,SYR,1400,1521,1503.0,-18.0,0.0,0.0,N,81.0,209.0,,,,0.0
11,4,11/2/2023 12:00:00 AM,B6,,B6,2516,JFK,SYR,2259,19,2359.0,-20.0,0.0,0.0,N,80.0,209.0,,,,0.0
11,4,11/2/2023 12:00:00 AM,B6,,B6,656,MCO,SYR,1630,1920,2053.0,93.0,0.0,0.0,N,170.0,1053.0,0.0,0.0,3.0,0.0
11,4,11/2/2023 12:00:00 AM,DL,,9E,4901,JFK,SYR,2241,13,2349.0,-24.0,0.0,0.0,N,92.0,209.0,,,,0.0
11,4,11/2/2023 12:00:00 AM,DL,,9E,5183,JFK,SYR,1059,1219,1155.0,-24.0,0.0,0.0,N,80.0,209.0,,,,0.0
11,4,11/2/2023 12:00:00 AM,DL,,9E,5206,JFK,SYR,1526,1658,1642.0,-16.0,0.0,0.0,N,92.0,209.0,,,,0.0
11,4,11/2/2023 12:00:00 AM,UA,,G7,4380,ORD,SYR,900,1152,1135.0,-17.0,0.0,0.0,N,112.0,607.0,,,,0.0
11,4,11/2/2023 12:00:00 AM,UA,,OO,5702,ORD,SYR,1355,1651,1641.0,-10.0,0.0,0.0,N,116.0,607.0,,,,0.0
11,4,11/2/2023 12:00:00 AM,UA,,UA,538,ORD,SYR,1810,2101,2038.0,-23.0,0.0,0.0,N,111.0,607.0,,,,0.0
11,4,11/2/2023 12:00:00 AM,WN,,WN,1456,MCO,SYR,1030,1310,1254.0,-16.0,0.0,0.0,N,160.0,1053.0,,,,0.0
11,4,11/9/2023 12:00:00 AM,AA,,MQ,3324,ORD,SYR,1856,2153,2127.0,-26.0,0.0,0.0,N,117.0,607.0,,,,0.0
11,4,11/9/2023 12:00:00 AM,AA,,MQ,3963,ORD,SYR,1315,1601,1547.0,-14.0,0.0,0.0,N,106.0,607.0,,,,0.0
11,4,11/9/2023 12:00:00 AM,AA,,MQ,4134,ORD,SYR,816,1102,1032.0,-30.0,0.0,0.0,N,106.0,607.0,,,,0.0
11,4,11/9/2023 12:00:00 AM,B6,,B6,116,JFK,SYR,1400,1521,1503.0,-18.0,0.0,0.0,N,81.0,209.0,,,,0.0
11,4,11/9/2023 12:00:00 AM,B6,,B6,2516,JFK,SYR,2259,19,42.0,23.0,0.0,0.0,N,80.0,209.0,0.0,0.0,0.0,0.0
11,4,11/9/2023 12:00:00 AM,B6,,B6,656,MCO,SYR,1629,1919,1945.0,26.0,0.0,0.0,N,170.0,1053.0,0.0,0.0,23.0,0.0
11,4,11/9/2023 12:00:00 AM,DL,,9E,4844,JFK,SYR,1500,1631,1637.0,6.0,0.0,0.0,N,91.0,209.0,,,,0.0
11,4,11/9/2023 12:00:00 AM,DL,,9E,4856,JFK,SYR,1054,1218,1238.0,20.0,0.0,0.0,N,84.0,209.0,0.0,20.0,0.0,0.0
11,4,11/9/2023 12:00:00 AM,DL,,9E,4988,JFK,SYR,2230,7,2325.0,-42.0,0.0,0.0,N,97.0,209.0,,,,0.0
11,4,11/9/2023 12:00:00 AM,UA,,G7,4380,ORD,SYR,900,1152,1156.0,4.0,0.0,0.0,N,112.0,607.0,,,,0.0
11,4,11/9/2023 12:00:00 AM,UA,,OO,5702,ORD,SYR,1355,1651,1640.0,-11.0,0.0,0.0,N,116.0,607.0,,,,0.0
11,4,11/9/2023 12:00:00 AM,UA,,UA,538,ORD,SYR,1810,2101,2042.0,-19.0,0.0,0.0,N,111.0,607.0,,,,0.0
11,4,11/9/2023 12:00:00 AM,WN,,WN,3149,MCO,SYR,1130,1410,1447.0,37.0,0.0,0.0,N,160.0,1053.0,0.0,0.0,0.0,0.0
11,4,11/16/2023 12:00:00 AM,AA,,YX,4384,ORD,SYR,1315,1601,1546.0,-15.0,0.0,0.0,N,106.0,607.0,,,,0.0
11,4,11/16/2023 12:00:00 AM,AA,,YX,4414,ORD,SYR,1856,2153,2135.0,-18.0,0.0,0.0,N,117.0,607.0,,,,0.0
11,4,11/16/2023 12:00:00 AM,B6,,B6,116,JFK,SYR,1414,1535,1517.0,-18.0,0.0,0.0,N,81.0,209.0,,,,0.0
11,4,11/16/2023 12:00:00 AM,B6,,B6,2516,JFK,SYR,2259,19,16.0,-3.0,0.0,0.0,N,80.0,209.0,,,,0.0
11,4,11/16/2023 12:00:00 AM,B6,,B6,656,MCO,SYR,1617,1907,2105.0,118.0,0.0,0.0,N,170.0,1053.0,0.0,0.0,6.0,0.0
11,4,11/16/2023 12:00:00 AM,DL,,9E,4844,JFK,SYR,1500,1631,1618.0,-13.0,0.0,0.0,N,91.0,209.0,,,,0.0
11,4,11/16/2023 12:00:00 AM,DL,,9E,4856,JFK,SYR,1054,1218,1154.0,-24.0,0.0,0.0,N,84.0,209.0,,,,0.0
11,4,11/16/2023 12:00:00 AM,DL,,9E,4988,JFK,SYR,2230,7,2347.0,-20.0,0.0,0.0,N,97.0,209.0,,,,0.0
11,4,11/16/2023 12:00:00 AM,UA,,G7,4380,ORD,SYR,900,1152,1138.0,-14.0,0.0,0.0,N,112.0,607.0,,,,0.0
11,4,11/16/2023 12:00:00 AM,UA,,OO,5702,ORD,SYR,1355,1651,1640.0,-11.0,0.0,0.0,N,116.0,607.0,,,,0.0
11,4,11/16/2023 12:00:00 AM,UA,,UA,538,ORD,SYR,1810,2101,2042.0,-19.0,0.0,0.0,N,111.0,607.0,,,,0.0
11,4,11/16/2023 12:00:00 AM,WN,,WN,3149,MCO,SYR,1130,1410,1425.0,15.0,0.0,0.0,N,160.0,1053.0,0.0,15.0,0.0,0.0
11,4,11/23/2023 12:00:00 AM,AA,,YX,4385,ORD,SYR,1005,1258,1252.0,-6.0,0.0,0.0,N,113.0,607.0,,,,0.0
11,4,11/23/2023 12:00:00 AM,DL,,9E,5207,JFK,SYR,1925,2104,2038.0,-26.0,0.0,0.0,N,99.0,209.0,,,,0.0
11,4,11/23/2023 12:00:00 AM,UA,,G7,4380,ORD,SYR,900,1152,1140.0,-12.0,0.0,0.0,N,112.0,607.0,,,,0.0
11,4,11/23/2023 12:00:00 AM,UA,,UA,1802,ORD,SYR,1400,1651,1643.0,-8.0,0.0,0.0,N,111.0,607.0,,,,0.0
11,4,11/23/2023 12:00:00 AM,WN,,WN,3149,MCO,SYR,815,1055,1043.0,-12.0,0.0,0.0,N,160.0,1053.0,,,,0.0
11,4,11/30/2023 12:00:00 AM,AA,,YX,4384,ORD,SYR,1315,1601,1550.0,-11.0,0.0,0.0,N,106.0,607.0,,,,0.0
11,4,11/30/2023 12:00:00 AM,AA,,YX,4414,ORD,SYR,1856,2153,2209.0,16.0,0.0,0.0,N,117.0,607.0,0.0,16.0,0.0,0.0
11,4,11/30/2023 12:00:00 AM,B6,,B6,116,JFK,SYR,1400,1521,1455.0,-26.0,0.0,0.0,N,81.0,209.0,,,,0.0
11,4,11/30/2023 12:00:00 AM,B6,,B6,2516,JFK,SYR,2259,19,2350.0,-29.0,0.0,0.0,N,80.0,209.0,,,,0.0
11,4,11/30/2023 12:00:00 AM,B6,,B6,656,MCO,SYR,1624,1914,1856.0,-18.0,0.0,0.0,N,170.0,1053.0,,,,0.0
11,4,11/30/2023 12:00:00 AM,DL,,9E,4844,JFK,SYR,1500,1631,1559.0,-32.0,0.0,0.0,N,91.0,209.0,,,,0.0
11,4,11/30/2023 12:00:00 AM,DL,,9E,4856,JFK,SYR,1054,1218,1226.0,8.0,0.0,0.0,N,84.0,209.0,,,,0.0
11,4,11/30/2023 12:00:00 AM,DL,,9E,4988,JFK,SYR,2230,7,2340.0,-27.0,0.0,0.0,N,97.0,209.0,,,,0.0
11,4,11/30/2023 12:00:00 AM,UA,,OO,5702,ORD,SYR,1355,1651,1639.0,-12.0,0.0,0.0,N,116.0,607.0,,,,0.0
11,4,11/30/2023 12:00:00 AM,UA,,UA,538,ORD,SYR,1810,2101,2033.0,-28.0,0.0,0.0,N,111.0,607.0,,,,0.0
11,4,11/30/2023 12:00:00 AM,WN,,WN,3149,MCO,SYR,1130,1410,1358.0,-12.0,0.0,0.0,N,160.0,1053.0,,,,0.0
11,5,11/3/2023 12:00:00 AM,AA,,MQ,3324,ORD,SYR,1845,2142,2207.0,25.0,0.0,0.0,N,117.0,607.0,0.0,0.0,25.0,0.0
11,5,11/3/2023 12:00:00 AM,AA,,MQ,3854,ORD,SYR,815,1104,1051.0,-13.0,0.0,0.0,N,109.0,607.0,,,,0.0
11,5,11/3/2023 12:00:00 AM,AA,,MQ,4203,ORD,SYR,1320,1610,1616.0,6.0,0.0,0.0,N,110.0,607.0,,,,0.0
11,5,11/3/2023 12:00:00 AM,B6,,B6,116,JFK,SYR,1400,1521,1504.0,-17.0,0.0,0.0,N,81.0,209.0,,,,0.0
11,5,11/3/2023 12:00:00 AM,B6,,B6,2516,JFK,SYR,2259,19,6.0,-13.0,0.0,0.0,N,80.0,209.0,,,,0.0
11,5,11/3/2023 12:00:00 AM,B6,,B6,656,MCO,SYR,1630,1920,1956.0,36.0,0.0,0.0,N,170.0,1053.0,0.0,2.0,5.0,0.0
11,5,11/3/2023 12:00:00 AM,DL,,9E,4901,JFK,SYR,2241,13,2350.0,-23.0,0.0,0.0,N,92.0,209.0,,,,0.0
11,5,11/3/2023 12:00:00 AM,DL,,9E,5183,JFK,SYR,1059,1219,1214.0,-5.0,0.0,0.0,N,80.0,209.0,,,,0.0
11,5,11/3/2023 12:00:00 AM,DL,,9E,5206,JFK,SYR,1526,1658,1634.0,-24.0,0.0,0.0,N,92.0,209.0,,,,0.0
11,5,11/3/2023 12:00:00 AM,UA,,G7,4380,ORD,SYR,900,1152,1206.0,14.0,0.0,0.0,N,112.0,607.0,,,,0.0
11,5,11/3/2023 12:00:00 AM,UA,,OO,5702,ORD,SYR,1355,1651,1639.0,-12.0,0.0,0.0,N,116.0,607.0,,,,0.0
11,5,11/3/2023 12:00:00 AM,UA,,UA,538,ORD,SYR,1810,2101,2047.0,-14.0,0.0,0.0,N,111.0,607.0,,,,0.0
11,5,11/3/2023 12:00:00 AM,WN,,WN,1456,MCO,SYR,1030,1310,1303.0,-7.0,0.0,0.0,N,160.0,1053.0,,,,0.0
11,5,11/10/2023 12:00:00 AM,AA,,MQ,3324,ORD,SYR,1959,2249,2230.0,-19.0,0.0,0.0,N,110.0,607.0,,,,0.0
11,5,11/10/2023 12:00:00 AM,AA,,MQ,4134,ORD,SYR,816,1102,1037.0,-25.0,0.0,0.0,N,106.0,607.0,,,,0.0
11,5,11/10/2023 12:00:00 AM,B6,,B6,116,JFK,SYR,1400,1521,1507.0,-14.0,0.0,0.0,N,81.0,209.0,,,,0.0
11,5,11/10/2023 12:00:00 AM,B6,,B6,2516,JFK,SYR,2259,19,2350.0,-29.0,0.0,0.0,N,80.0,209.0,,,,0.0
11,5,11/10/2023 12:00:00 AM,B6,,B6,656,MCO,SYR,1629,1919,1932.0,13.0,0.0,0.0,N,170.0,1053.0,,,,0.0
11,5,11/10/2023 12:00:00 AM,DL,,9E,4844,JFK,SYR,1500,1631,1613.0,-18.0,0.0,0.0,N,91.0,209.0,,,,0.0
11,5,11/10/2023 12:00:00 AM,DL,,9E,4856,JFK,SYR,1054,1218,1207.0,-11.0,0.0,0.0,N,84.0,209.0,,,,0.0
11,5,11/10/2023 12:00:00 AM,DL,,9E,4988,JFK,SYR,2230,7,10.0,3.0,0.0,0.0,N,97.0,209.0,,,,0.0
11,5,11/10/2023 12:00:00 AM,UA,,UA,1802,ORD,SYR,1355,1645,1630.0,-15.0,0.0,0.0,N,110.0,607.0,,,,0.0
11,5,11/10/2023 12:00:00 AM,UA,,UA,538,ORD,SYR,1810,2101,2051.0,-10.0,0.0,0.0,N,111.0,607.0,,,,0.0
11,5,11/10/2023 12:00:00 AM,UA,,UA,729,ORD,SYR,845,1134,1116.0,-18.0,0.0,0.0,N,109.0,607.0,,,,0.0
11,5,11/10/2023 12:00:00 AM,WN,,WN,3149,MCO,SYR,1130,1410,1345.0,-25.0,0.0,0.0,N,160.0,1053.0,,,,0.0
11,5,11/17/2023 12:00:00 AM,AA,,MQ,4134,ORD,SYR,816,1102,1050.0,-12.0,0.0,0.0,N,106.0,607.0,,,,0.0
11,5,11/17/2023 12:00:00 AM,AA,,YX,4384,ORD,SYR,1315,1601,1554.0,-7.0,0.0,0.0,N,106.0,607.0,,,,0.0
11,5,11/17/2023 12:00:00 AM,AA,,YX,4414,ORD,SYR,1856,2153,2254.0,61.0,0.0,0.0,N,117.0,607.0,0.0,0.0,0.0,0.0
11,5,11/17/2023 12:00:00 AM,B6,,B6,116,JFK,SYR,1415,1535,1517.0,-18.0,0.0,0.0,N,80.0,209.0,,,,0.0
11,5,11/17/2023 12:00:00 AM,B6,,B6,2516,JFK,SYR,2259,19,2400.0,-19.0,0.0,0.0,N,80.0,209.0,,,,0.0
11,5,11/17/2023 12:00:00 AM,B6,,B6,656,MCO,SYR,1617,1907,1852.0,-15.0,0.0,0.0,N,170.0,1053.0,,,,0.0
11,5,11/17/2023 12:00:00 AM,DL,,9E,4844,JFK,SYR,1500,1631,1615.0,-16.0,0.0,0.0,N,91.0,209.0,,,,0.0
11,5,11/17/2023 12:00:00 AM,DL,,9E,4856,JFK,SYR,1054,1218,1204.0,-14.0,0.0,0.0,N,84.0,209.0,,,,0.0
11,5,11/17/2023 12:00:00 AM,DL,,9E,4988,JFK,SYR,2230,7,2338.0,-29.0,0.0,0.0,N,97.0,209.0,,,,0.0
11,5,11/17/2023 12:00:00 AM,UA,,G7,4380,ORD,SYR,900,1152,1150.0,-2.0,0.0,0.0,N,112.0,607.0,,,,0.0
11,5,11/17/2023 12:00:00 AM,UA,,OO,5702,ORD,SYR,1355,1651,1648.0,-3.0,0.0,0.0,N,116.0,607.0,,,,0.0
11,5,11/17/2023 12:00:00 AM,UA,,UA,538,ORD,SYR,1810,2101,2238.0,97.0,0.0,0.0,N,111.0,607.0,0.0,0.0,97.0,0.0
11,5,11/17/2023 12:00:00 AM,WN,,WN,3149,MCO,SYR,1130,1410,1433.0,23.0,0.0,0.0,N,160.0,1053.0,0.0,23.0,0.0,0.0
11,5,11/24/2023 12:00:00 AM,AA,,YX,4384,ORD,SYR,1315,1601,1551.0,-10.0,0.0,0.0,N,106.0,607.0,,,,0.0
11,5,11/24/2023 12:00:00 AM,AA,,YX,4414,ORD,SYR,1856,2153,2152.0,-1.0,0.0,0.0,N,117.0,607.0,,,,0.0
11,5,11/24/2023 12:00:00 AM,B6,,B6,116,JFK,SYR,1414,1535,1510.0,-25.0,0.0,0.0,N,81.0,209.0,,,,0.0
11,5,11/24/2023 12:00:00 AM,B6,,B6,2516,JFK,SYR,2259,19,42.0,23.0,0.0,0.0,N,80.0,209.0,0.0,0.0,0.0,0.0
11,5,11/24/2023 12:00:00 AM,B6,,B6,656,MCO,SYR,1617,1907,1853.0,-14.0,0.0,0.0,N,170.0,1053.0,,,,0.0
11,5,11/24/2023 12:00:00 AM,DL,,9E,5207,JFK,SYR,1925,2104,2053.0,-11.0,0.0,0.0,N,99.0,209.0,,,,0.0
11,5,11/24/2023 12:00:00 AM,UA,,G7,4380,ORD,SYR,900,1152,1145.0,-7.0,0.0,0.0,N,112.0,607.0,,,,0.0
11,5,11/24/2023 12:00:00 AM,UA,,OO,5702,ORD,SYR,1355,1651,1640.0,-11.0,0.0,0.0,N,116.0,607.0,,,,0.0
11,5,11/24/2023 12:00:00 AM,UA,,UA,538,ORD,SYR,1810,2101,2039.0,-22.0,0.0,0.0,N,111.0,607.0,,,,0.0
11,5,11/24/2023 12:00:00 AM,WN,,WN,3149,MCO,SYR,1130,1410,1411.0,1.0,0.0,0.0,N,160.0,1053.0,,,,0.0
11,6,11/4/2023 12:00:00 AM,AA,,MQ,3324,ORD,SYR,1845,2142,2159.0,17.0,0.0,0.0,N,117.0,607.0,0.0,0.0,0.0,0.0
11,6,11/4/2023 12:00:00 AM,AA,,MQ,4203,ORD,SYR,1320,1610,1616.0,6.0,0.0,0.0,N,110.0,607.0,,,,0.0
11,6,11/4/2023 12:00:00 AM,B6,,B6,116,JFK,SYR,1400,1521,1513.0,-8.0,0.0,0.0,N,81.0,209.0,,,,0.0
11,6,11/4/2023 12:00:00 AM,B6,,B6,2516,JFK,SYR,2259,19,7.0,-12.0,0.0,0.0,N,80.0,209.0,,,,0.0
11,6,11/4/2023 12:00:00 AM,B6,,B6,656,MCO,SYR,1633,1920,1910.0,-10.0,0.0,0.0,N,167.0,1053.0,,,,0.0
11,6,11/4/2023 12:00:00 AM,DL,,9E,4901,JFK,SYR,2241,13,2346.0,-27.0,0.0,0.0,N,92.0,209.0,,,,0.0
11,6,11/4/2023 12:00:00 AM,DL,,9E,5183,JFK,SYR,1059,1219,1210.0,-9.0,0.0,0.0,N,80.0,209.0,,,,0.0
11,6,11/4/2023 12:00:00 AM,DL,,9E,5206,JFK,SYR,1526,1658,1626.0,-32.0,0.0,0.0,N,92.0,209.0,,,,0.0
11,6,11/4/2023 12:00:00 AM,UA,,OO,5702,ORD,SYR,1355,1653,1659.0,6.0,0.0,0.0,N,118.0,607.0,,,,0.0
11,6,11/4/2023 12:00:00 AM,UA,,UA,538,ORD,SYR,1810,2101,2048.0,-13.0,0.0,0.0,N,111.0,607.0,,,,0.0
11,6,11/4/2023 12:00:00 AM,WN,,WN,1456,MCO,SYR,1250,1530,1519.0,-11.0,0.0,0.0,N,160.0,1053.0,,,,0.0
